//STAGE1
bb1 200 -60 -750 
bb1 -350 -60 -575
bb1 -200 -60 -100
bb1 170 -60 200
bb1 -200 -60 600

bc1 70 -60 -750 
bc1 -175 -60 -575
bc1 -360 -60 -375
bc1 70 -60 200
bc1 -100 -60 600

//STAGE2
ba2 0 0 0 
ba2 0 0 0
ba2 0 0 0
ba2 0 0 0
ba2 0 0 0

bb2 200 -60 -750 
bb2 -350 -60 -575
bb2 -200 -60 -100
bb2 170 -60 200
bb2 -200 -60 600

bc2 70 -60 -750 
bc2 -175 -60 -575
bc2 -360 -60 -375
bc2 70 -60 200
bc2 -100 -60 600

bd2 -200 0 -600 30
bd2 -400 -50 -400 90
bd2 -200 50 -100 135
bd2 -100 0 0 135
bd2 100 50 400 60
